"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr","brh.id"
"10310(實價)","華廈","台北市松山區八德路三段12巷51弄1~30號","","3房/2廳/2衛","3 /共7層","44.52","9.59","--",0,75.2,3350,"0912"
"10310(實價)","華廈(含車位)","台北市松山區敦化南路一段100巷7弄1~30號","0.4","2房/2廳/2衛","3 /共7層","32.35","5.75","2.93",260,106.7,3400,"0912"
"10310(實價)","住宅大樓","台北市松山區八德路二段331~360號","5.8","2房/1廳/1衛","10 /共14層","23","2.02","--",0,100,2300,"0912"
"10310(實價)","公寓","台北市松山區南京東路三段256巷28弄1~30號","","3房/2廳/2衛","1 /共4層","28.34","9.3","--",0,111.1,3150,"0912"
"10310(實價)","公寓","台北市松山區八德路二段437巷6弄1~30號","40.1","3房/2廳/2衛","4 /共4層","38.41","15.5","--",0,75,2880,"0912"
"10310(實價)","公寓","台北市大安區大安路一段19巷1~30號","42.8","3房/2廳/2衛","3 /共4層","36.14","13.08","--",0,98.2,3550,"0912"
"10310(實價)","華廈","台北市大安區市民大道四段91~120號","27.6","3房/2廳/2衛","5 /共7層","42.63","7.44","--",0,98.5,4200,"0912"
"10310(實價)","華廈","台北市大安區大安路一段31巷1~30號","22.8","3房/2廳/2衛","3 /共7層","11.26","2.67","--",0,53.3,600,"0912"
"10310(實價)","華廈","台北市大安區大安路一段31巷1~30號","22.8","3房/2廳/2衛","3 /共7層","11.26","2.67","--",0,53.3,600,"0912"
"10403(實價)","住宅大樓(含車位)","台北市萬華區漢中街1~30號","2.3","3房/2廳/2衛","3 /共13層","41.5","3.32","2.97",0,13.3,550,"0532"
"10402(實價)","套房","台北市萬華區漢口街二段31~60號","2.8","0房/0廳/0衛","13 /共15層","13.49","1.04","--",0,71.9,970,"0532"
"10402(實價)","公寓","台北市萬華區成都路27巷9弄1~30號","","1房/1廳/1衛","3 /共4層","28.44","10.06","--",0,35.2,1000,"0532"
"10402(實價)","套房","台北市萬華區漢口街二段31~60號","2.8","1房/1廳/1衛","11 /共15層","14.77","1.13","--",0,75.8,1120,"0532"
"10402(實價)","套房","台北市萬華區西寧南路1~30號","32.7","1房/0廳/1衛","5 /共11層","4.58","0.53","--",0,56.8,260,"0532"
"10402(實價)","套房","台北市萬華區漢口街二段31~60號","2.8","0房/0廳/0衛","13 /共15層","13.49","1.04","--",0,71.9,970,"0532"
"10402(實價)","套房","台北市中正區漢口街一段61~90號","15.4","0房/1廳/1衛","10 /共13層","14.59","1.36","--",0,63.7,930,"0532"
"10401(實價)","套房","台北市中正區懷寧街61~90號","36.7","1房/0廳/1衛","5 /共9層","14.2","1.57","--",0,62,880,"0532"
"10401(實價)","公寓","台北市中正區武昌街一段22巷1~30號","","0房/0廳/0衛","5 /共5層","8.53","2.17","--",0,41,350,"0532"
"10401(實價)","套房","台北市萬華區長沙街二段1~30號","","1房/1廳/1衛","9 /共11層","6.27","0.6","--",0,28.7,180,"0532"
"10401(實價)","透天厝","台北市中正區武昌街一段1~30號","","0房/0廳/0衛","1 /共3層","2.32","1","--",0,95.2,221,"0532"
"10401(實價)","透天厝","台北市中正區武昌街一段1~30號","","0房/0廳/0衛","1 /共3層","2.32","1","--",0,95.2,221,"0532"
"10401(實價)","套房","台北市萬華區漢口街二段31~60號","2.7","1房/0廳/1衛","0 /共15層","13.28","1.02","--",0,64,850,"0532"
"10401(實價)","住宅大樓(含車位)","台北市萬華區西寧南路121~150號","2.8","1房/1廳/1衛","8 /共27層","32.96","1.46","--",0,77.4,2550,"0532"
"10312(實價)","套房(含車位)","台北市萬華區開封街二段1~30號","6.8","1房/1廳/1衛","7 /共14層","24.3","1.9","3.52",0,71.2,1730,"0532"
"10312(實價)","透天厝","台北市萬華區漢中街151~180號","","0房/0廳/0衛","1 /共4層","11.72","3.13","--",0,40.2,471,"0532"
"10312(實價)","套房","台北市萬華區武昌街二段61~90號","32.3","1房/1廳/1衛","9 /共11層","14.32","1.34","--",0,23.8,341,"0532"
"10312(實價)","套房","台北市萬華區漢口街二段31~60號","2.6","1房/1廳/1衛","12 /共15層","13.49","1.04","--",0,70.4,950,"0532"
"10312(實價)","住宅大樓","台北市中正區衡陽路31~60號","11.8","0房/0廳/0衛","6 /共14層","63.69","4.16","--",0,69.9,4450,"0532"
"10312(實價)","住宅大樓(含車位)","台北市萬華區漢中街1~30號","2.1","0房/0廳/0衛","11 /共13層","53.51","4.28","2.97",0,68.4,3660,"0532"
"10312(實價)","華廈","台北市中正區衡陽路91~120號","","0房/0廳/0衛","4 /共7層","3.65","0.44","--",0,38.3,140,"0532"
"10312(實價)","透天厝","台北市中正區開封街一段1~30號","","0房/0廳/4衛","1 /共5層","40.5","9.34","--",0,46.2,1872,"0532"
"10312(實價)","套房","台北市萬華區西寧南路1~30號","32.5","1房/1廳/1衛","5 /共11層","8.98","0.91","--",0,50.4,453,"0532"
"10312(實價)","住宅大樓(含車位)","台北市萬華區西寧南路121~150號","2.8","3房/1廳/2衛","7 /共27層","57.88","2.77","2.21",0,73.4,4250,"0532"
"10311(實價)","套房","台北市中正區懷寧街31~60號","22.3","1房/0廳/1衛","6 /共9層","8.35","0.86","--",0,71.8,600,"0532"
"10311(實價)","套房","台北市中正區延平南路61~90號","34.2","1房/1廳/1衛","8 /共9層","10.55","1.27","--",0,52.9,558,"0532"
"10311(實價)","套房","台北市中正區開封街一段31~60號","7.1","1房/1廳/1衛","9 /共14層","10.73","1.12","--",0,81.1,870,"0532"
"10311(實價)","套房","台北市萬華區漢口街二段31~60號","2.5","1房/1廳/1衛","7 /共15層","14.77","1.13","--",0,69.9,1033,"0532"
"10311(實價)","住宅大樓(含車位)","台北市萬華區漢口街二段31~60號","2.5","2房/1廳/1衛","6 /共15層","31.13","1.95","5.64",0,67.8,2109,"0532"
"10311(實價)","住宅大樓","台北市萬華區開封街二段61~90號","18.9","1房/1廳/1衛","4 /共16層","19.64","2.5","--",0,52.9,1040,"0532"
"10311(實價)","華廈","台北市萬華區中華路一段91~120號","33.3","0房/0廳/0衛","5 /共8層","7.22","0.99","--",0,58.2,420,"0532"
"10311(實價)","套房","台北市萬華區漢口街二段31~60號","33.9","0房/0廳/0衛","9 /共11層","9.11","0.97","--",0,46.1,420,"0532"
"10311(實價)","套房","台北市萬華區漢中街1~30號","20.8","0房/0廳/0衛","4 /共9層","8.89","1.25","--",0,52.6,468,"0532"
"10311(實價)","套房","台北市萬華區漢口街二段31~60號","2.5","1房/1廳/1衛","9 /共15層","13.28","1.02","--",0,71.5,950,"0532"
"10310(實價)","住宅大樓","台北市中正區中華路一段31~60號","23","0房/0廳/0衛","3 /共14層","17.73","1.51","--",0,16.9,300,"0532"
"10310(實價)","住宅大樓","台北市中正區漢口街一段61~90號","15.1","0房/0廳/0衛","1 /共13層","105.67","10.06","--",0,184.5,19500,"0532"
"10310(實價)","公寓","台北市中正區延平南路1~30號","","3房/2廳/1衛","5 /共5層","26.2","4.3","--",0,61.8,1620,"0532"
"10310(實價)","華廈(含車位)","台北市萬華區洛陽街1~30號","31","3房/2廳/2衛","7 /共9層","49.32","4.59","--",0,55.8,2750,"0532"
"10310(實價)","住宅大樓(含車位)","台北市萬華區西寧南路121~150號","2.6","3房/2廳/2衛","21 /共27層","69.74","2.79","6.13",0,77.1,5380,"0532"
"10310(實價)","華廈","台北市萬華區漢口街二段31~60號","40.3","0房/0廳/0衛","1 /共10層","15.64","1.86","--",0,68,1063,"0532"
"10310(實價)","套房","台北市萬華區漢口街二段31~60號","2.4","0房/0廳/0衛","11 /共15層","14.77","1.13","--",0,73.1,1080,"0532"
"10310(實價)","套房","台北市萬華區西寧南路91~120號","9.9","1房/1廳/1衛","13 /共14層","16.27","1.63","--",0,64.5,1050,"0532"
"10310(實價)","套房","台北市萬華區漢口街二段31~60號","2.4","1房/1廳/1衛","8 /共15層","14.86","1.15","--",0,68.6,1020,"0532"
"10310(實價)","套房","台北市萬華區漢中街50巷1~30號","33.1","1房/1廳/1衛","6 /共6層","7.93","1.34","--",0,53,420,"0532"
"10403(實價)","套房","台北市大安區和平東路一段50巷1弄1~30號","6.9","1房/1廳/1衛","5 /共7層","8.54","1.8","--",0,97.2,830,"0989"
"10403(實價)","華廈(含車位)","台北市中正區羅斯福路三段58巷1~30號","0.4","1房/1廳/1衛","8 /共9層","31.63","4.86","5.27",240,114,3246,"0989"
"10403(實價)","套房","台北市中正區晉江街151~180號","6.9","1房/1廳/1衛","3 /共7層","11.99","2.94","--",0,83.4,1000,"0989"
"10402(實價)","住宅大樓(含車位)","台北市中正區南昌路二段181~210號","9.7","2房/1廳/1衛","2 /共11層","28.09","2.76","2.92",0,70.5,1980,"0989"
"10402(實價)","公寓","台北市中正區金門街12巷1~30號","","2房/1廳/1衛","1 /共4層","29.35","10.97","--",0,78.4,2300,"0989"
"10402(實價)","華廈","台北市中正區晉江街46巷1~30號","12.3","1房/1廳/1衛","5 /共7層","13.39","0.25","--",0,3,39,"0989"
"10402(實價)","套房","台北市中正區羅斯福路二段121~150號","11.2","1房/1廳/1衛","4 /共15層","13.09","0.89","--",0,77,1008,"0989"
"10402(實價)","住宅大樓(含車位)","台北市中正區師大路181~210號","2.5","4房/2廳/2衛","4 /共14層","48.22","6.33","5.31",0,61.3,2955,"0989"
"10402(實價)","套房","台北市大安區和平東路一段50巷1弄1~30號","6.8","1房/1廳/1衛","3 /共7層","12.82","2.7","--",0,89.7,1150,"0989"
"10402(實價)","套房","台北市中正區同安街61~90號","18.1","0房/0廳/0衛","7 /共7層","12.14","3.59","--",0,65.9,800,"0989"
"10402(實價)","華廈","台北市中正區羅斯福路三段84巷1~30號","","6房/0廳/6衛","5 /共7層","47.18","7.21","--",0,53.6,2530,"0989"
"10402(實價)","套房","台北市中正區羅斯福路二段121~150號","11.2","1房/1廳/1衛","4 /共15層","13.17","0.9","--",0,89.6,1180,"0989"
"10402(實價)","公寓","台北市中正區汀州路二段151~180號","","2房/1廳/1衛","3 /共4層","20.51","6.39","--",0,66.8,1370,"0989"
"10402(實價)","公寓","台北市中正區金門街12巷1~30號","","3房/2廳/2衛","2 /共4層","29.35","10.97","--",0,61.3,1800,"0989"
"10401(實價)","住宅大樓","台北市中正區羅斯福路三段91~120號","38.6","2房/2廳/2衛","8 /共12層","38.81","3.11","--",0,69.3,2688,"0989"
"10401(實價)","套房","台北市中正區晉江街151~180號","6.8","1房/1廳/1衛","3 /共7層","12.03","3.01","--",0,79,950,"0989"
"10401(實價)","公寓","台北市大安區和平東路一段85巷8弄1~30號","27.2","5房/2廳/2衛","4 /共5層","49.35","12.15","--",0,68.9,3400,"0989"
"10401(實價)","公寓","台北市中正區廈門街99巷31~60號","","3房/2廳/1衛","1 /共4層","24.21","9.28","--",0,59.9,1450,"0989"
"10401(實價)","套房","台北市中正區羅斯福路二段91~120號","7.9","1房/1廳/1衛","6 /共12層","8.39","0.91","--",0,95.9,805,"0989"
"10401(實價)","住宅大樓","台北市中正區金門街31~60號","26.4","2房/1廳/1衛","1 /共12層","79.68","10.94","--",0,54,4300,"0989"
"10401(實價)","住宅大樓","台北市中正區南昌路二段61~90號","32.2","2房/1廳/1衛","10 /共12層","16.73","1.23","--",0,71.7,1200,"0989"
"10401(實價)","公寓","台北市大安區雲和街1~30號","34","3房/2廳/2衛","5 /共5層","33.25","9.27","--",0,74.8,2488,"0989"
"10401(實價)","公寓","台北市大安區和平東路一段104巷1~30號","","3房/1廳/1衛","4 /共4層","15.79","3.05","--",0,50,789,"0989"
"10401(實價)","住宅大樓(含車位)","台北市大安區和平東路一段121~150號","15.2","4房/2廳/2衛","11 /共16層","58.07","5.46","--",0,112.5,6530,"0989"
"10312(實價)","公寓","台北市中正區羅斯福路三段84巷12弄1~30號","","3房/1廳/1衛","2 /共4層","19.71","6.81","--",0,55.8,1100,"0989"
"10312(實價)","住宅大樓(含車位)","台北市中正區師大路211~240號","4.2","1房/2廳/1衛","3 /共13層","23.73","2.28","7.3",0,57.1,1354,"0989"
"10312(實價)","華廈(含車位)","台北市中正區羅斯福路三段58巷1~30號","0.2","1房/1廳/1衛","2 /共9層","33.31","5.4","5.27",240,85.9,2650,"0989"
"10312(實價)","公寓","台北市中正區晉江街112巷1弄1~30號","51.1","3房/1廳/1衛","3 /共4層","33","13.76","--",0,36.4,1200,"0989"
"10312(實價)","套房","台北市中正區羅斯福路二段121~150號","11","0房/1廳/1衛","8 /共15層","16.1","1.09","--",0,81.4,1310,"0989"
"10312(實價)","公寓","台北市中正區汀州路二段121~150號","","2房/2廳/1衛","3 /共4層","19.78","6.39","--",0,66.2,1310,"0989"
"10312(實價)","公寓","台北市中正區晉江街1~30號","33","3房/2廳/2衛","3 /共5層","35.52","10.53","--",0,53.5,1900,"0989"
"10312(實價)","住宅大樓","台北市中正區南昌路二段181~210號","2.4","3房/2廳/1衛","7 /共15層","25.88","2.17","--",0,96.1,2488,"0989"
"10312(實價)","住宅大樓(含車位)","台北市中正區師大路181~210號","2.3","2房/2廳/1衛","9 /共14層","36.12","4.55","5.29",0,63.7,2300,"0989"
"10312(實價)","華廈(含車位)","台北市中正區羅斯福路三段58巷1~30號","0.2","1房/1廳/1衛","7 /共9層","25.63","4","5.27",235,86.6,1998,"0989"
"10312(實價)","華廈(含車位)","台北市中正區羅斯福路三段58巷1~30號","0.2","1房/1廳/1衛","2 /共9層","25.63","4","5.27",220,78.8,1824,"0989"
"10312(實價)","華廈(含車位)","台北市中正區羅斯福路三段58巷1~30號","0.2","1房/1廳/1衛","6 /共9層","25.63","4","5.27",250,88.4,2050,"0989"
"10312(實價)","華廈(含車位)","台北市中正區羅斯福路三段58巷1~30號","0.2","1房/1廳/1衛","9 /共9層","27.21","4.25","5.27",235,93.9,2295,"0989"
"10312(實價)","華廈","台北市中正區師大路181~210號","","2房/2廳/2衛","3 /共7層","24.1","4.76","--",0,64.7,1560,"0989"
"10312(實價)","套房","台北市中正區羅斯福路二段121~150號","8","0房/0廳/1衛","2 /共15層","9.88","1.09","--",0,101.2,1000,"0989"
"10312(實價)","住宅大樓(含車位)","台北市中正區南昌路二段181~210號","","2房/2廳/2衛","3 /共12層","35.95","2.79","--",0,57,2050,"0989"
"10312(實價)","華廈","台北市大安區師大路121~150號","","3房/1廳/1衛","7 /共7層","20.37","3.99","--",0,73.6,1500,"0989"
"10312(實價)","華廈(含車位)","台北市大安區金山南路二段211~240號","24.9","2房/1廳/1衛","5 /共7層","121.96","19.62","--",0,57.4,7000,"0989"
"10312(實價)","公寓","台北市中正區?門街99巷31~60號","43","0房/0廳/0衛","1 /共4層","20.29","8.24","--",0,49.3,1000,"0989"
"10312(實價)","公寓","台北市大安區浦城街13巷1~30號","41.9","2房/2廳/1衛","1 /共4層","22.69","8.47","--",0,107.1,2430,"0989"
"10312(實價)","公寓","台北市大安區和平東路一段104巷1~30號","","3房/1廳/1衛","4 /共4層","5.26","2.03","--",0,42.7,224,"0989"
"10312(實價)","公寓","台北市大安區羅斯福路二段101巷31~60號","31.7","3房/2廳/2衛","3 /共5層","34.83","9.1","--",0,29.1,1015,"0989"
"10312(實價)","住宅大樓(含車位)","台北市大安區和平東路一段91~120號","26.3","5房/2廳/2衛","11 /共12層","71.9","6.76","7.57",10,23.3,1510,"0989"
"10311(實價)","公寓","台北市大安區羅斯福路三段17巷1弄1~30號","","7房/0廳/5衛","1 /共4層","20.6","7.34","--",0,89.2,1837,"0989"
"10311(實價)","套房","台北市中正區南昌路二段121~150號","7.2","1房/1廳/1衛","5 /共13層","9.03","0.93","--",0,87.5,790,"0989"
"10311(實價)","住宅大樓","台北市大安區和平東路一段1~30號","25.4","3房/1廳/2衛","3 /共12層","14.67","1.3","--",0,23.2,341,"0989"
